Time,cpu,mem,gpu,gpu video,gpu enhance
8/21/2023 11:45:32,10.20%,28.000 GB,100%,0%,0%
8/21/2023 11:45:34,10.60%,27.997 GB,100%,0%,0%
8/21/2023 11:45:36,11.00%,27.995 GB,100%,0%,0%
8/21/2023 11:45:38,11.00%,27.988 GB,100%,0%,0%
8/21/2023 11:45:40,11.90%,27.987 GB,100%,0%,0%
8/21/2023 11:45:42,12.50%,27.983 GB,100%,0%,0%
8/21/2023 11:45:44,11.90%,27.985 GB,0.49%,0%,0%
8/21/2023 11:45:46,11.50%,27.984 GB,0.29%,0%,0%
8/21/2023 11:45:48,0.81%,27.977 GB,50%,0%,0%
8/21/2023 11:45:50,42.90%,28.205 GB,100%,0%,0%
8/21/2023 11:45:52,32.30%,27.985 GB,100%,0%,0%
8/21/2023 11:45:54,10.80%,28.020 GB,100%,0%,0%
8/21/2023 11:45:56,11.80%,28.011 GB,100%,0%,0%
8/21/2023 11:45:58,11.80%,28.007 GB,100%,0%,0%
8/21/2023 11:46:00,12.60%,27.998 GB,100%,0%,0%
8/21/2023 11:46:02,11.60%,27.999 GB,100%,0%,0%
8/21/2023 11:46:04,10.30%,27.994 GB,100%,0%,0%
8/21/2023 11:46:06,10.50%,27.990 GB,100%,0%,0%
8/21/2023 11:46:08,10.60%,27.990 GB,50%,0%,0%
8/21/2023 11:46:10,11.70%,27.991 GB,0.03%,0%,0%
8/21/2023 11:46:12,6.32%,27.986 GB,3.18%,0%,0%
8/21/2023 11:46:14,7.07%,28.212 GB,92.50%,0%,0%
8/21/2023 11:46:16,63.40%,28.176 GB,100%,0%,0%
8/21/2023 11:46:18,10.10%,27.932 GB,100%,0%,0%
8/21/2023 11:46:20,11.00%,28.019 GB,100%,0%,0%
8/21/2023 11:46:22,10.60%,28.012 GB,100%,0%,0%
8/21/2023 11:46:24,10.40%,28.008 GB,100%,0%,0%
8/21/2023 11:46:26,11.10%,28.005 GB,100%,0%,0%
8/21/2023 11:46:28,10.80%,27.998 GB,100%,0%,0%
8/21/2023 11:46:30,10.70%,27.997 GB,100%,0%,0%
8/21/2023 11:46:32,12.00%,27.994 GB,100%,0%,0%
8/21/2023 11:46:34,11.60%,27.995 GB,0%,0%,0%
8/21/2023 11:46:36,10.40%,27.998 GB,0.31%,0%,0%
8/21/2023 11:46:38,1.81%,28.097 GB,43.90%,0%,0%
8/21/2023 11:46:40,50.10%,28.190 GB,91.40%,0%,0%
8/21/2023 11:46:42,29.50%,27.966 GB,100%,0%,0%
8/21/2023 11:46:44,10.60%,27.996 GB,100%,0%,0%
8/21/2023 11:46:46,10.40%,27.990 GB,100%,0%,0%
8/21/2023 11:46:48,10.80%,27.982 GB,100%,0%,0%
8/21/2023 11:46:50,10.80%,27.980 GB,100%,0%,0%
8/21/2023 11:46:52,10.60%,27.984 GB,100%,0%,0%
8/21/2023 11:46:54,11.70%,27.986 GB,100%,0%,0%
8/21/2023 11:46:56,11.30%,27.985 GB,100%,0%,0%
8/21/2023 11:46:58,10.90%,27.984 GB,50%,0%,0%
8/21/2023 11:47:00,11.00%,27.981 GB,0.03%,0%,0%
8/21/2023 11:47:02,5.25%,27.978 GB,6.35%,0%,0%
8/21/2023 11:47:04,7.51%,28.203 GB,87.10%,0%,0%
8/21/2023 11:47:06,61.30%,28.158 GB,96.70%,0%,0%
8/21/2023 11:47:08,10.20%,27.916 GB,100%,0%,0%
8/21/2023 11:47:10,12.00%,27.987 GB,100%,0%,0%
8/21/2023 11:47:12,11.30%,27.979 GB,100%,0%,0%
8/21/2023 11:47:14,11.00%,27.976 GB,100%,0%,0%
8/21/2023 11:47:16,11.80%,27.974 GB,100%,0%,0%
8/21/2023 11:47:18,11.50%,27.964 GB,100%,0%,0%
8/21/2023 11:47:20,11.10%,27.965 GB,100%,0%,0%
8/21/2023 11:47:22,10.80%,27.964 GB,99.10%,0%,0%
8/21/2023 11:47:24,11.00%,27.960 GB,0%,0%,0%
8/21/2023 11:47:26,10.30%,27.958 GB,0.30%,0%,0%
8/21/2023 11:47:28,1.94%,28.081 GB,51.20%,0%,0%
8/21/2023 11:47:30,53.90%,28.176 GB,91.70%,0%,0%
8/21/2023 11:47:32,21.50%,27.954 GB,100%,0%,0%
8/21/2023 11:47:34,10.60%,27.999 GB,100%,0%,0%
8/21/2023 11:47:36,11.00%,27.996 GB,100%,0%,0%
8/21/2023 11:47:38,10.70%,27.986 GB,100%,0%,0%
8/21/2023 11:47:40,12.00%,27.984 GB,100%,0%,0%
8/21/2023 11:47:42,11.30%,27.982 GB,100%,0%,0%
8/21/2023 11:47:44,10.80%,27.985 GB,100%,0%,0%
8/21/2023 11:47:46,12.00%,27.984 GB,100%,0%,0%
8/21/2023 11:47:48,10.60%,27.985 GB,48.50%,0%,0%
8/21/2023 11:47:50,10.40%,27.983 GB,0.03%,0%,0%
8/21/2023 11:47:52,5.01%,27.982 GB,6.58%,0%,0%
8/21/2023 11:47:54,12.30%,28.210 GB,100%,0%,0%
8/21/2023 11:47:56,62.20%,28.116 GB,100%,0%,0%
8/21/2023 11:47:58,11.10%,27.907 GB,100%,0%,0%
8/21/2023 11:48:00,10.60%,27.982 GB,100%,0%,0%
8/21/2023 11:48:02,10.90%,27.977 GB,100%,0%,0%
8/21/2023 11:48:04,10.80%,27.973 GB,100%,0%,0%
8/21/2023 11:48:06,11.10%,27.971 GB,100%,0%,0%
8/21/2023 11:48:08,10.80%,27.965 GB,100%,0%,0%
8/21/2023 11:48:10,12.10%,27.963 GB,100%,0%,0%
8/21/2023 11:48:12,11.30%,27.958 GB,100%,0%,0%
8/21/2023 11:48:14,10.90%,27.957 GB,0%,0%,0%
8/21/2023 11:48:16,9.94%,27.958 GB,0.31%,0%,0%
8/21/2023 11:48:18,1.38%,28.078 GB,54.10%,0%,0%
8/21/2023 11:48:20,51.40%,28.177 GB,100%,0%,0%
8/21/2023 11:48:22,27.10%,27.968 GB,100%,0%,0%
8/21/2023 11:48:24,10.70%,27.994 GB,100%,0%,0%
8/21/2023 11:48:26,11.70%,27.990 GB,100%,0%,0%
8/21/2023 11:48:28,11.30%,27.977 GB,100%,0%,0%
8/21/2023 11:48:30,10.70%,27.982 GB,100%,0%,0%
8/21/2023 11:48:32,10.90%,27.977 GB,100%,0%,0%
8/21/2023 11:48:34,10.50%,27.974 GB,100%,0%,0%
8/21/2023 11:48:36,10.60%,27.974 GB,100%,0%,0%
8/21/2023 11:48:38,10.80%,27.968 GB,50%,0%,0%
8/21/2023 11:48:40,11.90%,27.969 GB,0.03%,0%,0%
8/21/2023 11:48:42,5.83%,27.969 GB,5.28%,0%,0%
8/21/2023 11:48:44,10.70%,28.191 GB,86.90%,0%,0%
8/21/2023 11:48:46,60.90%,28.123 GB,98.20%,0%,0%
8/21/2023 11:48:48,10.20%,27.906 GB,100%,0%,0%
8/21/2023 11:48:50,10.80%,27.988 GB,100%,0%,0%
8/21/2023 11:48:52,11.50%,27.983 GB,100%,0%,0%
8/21/2023 11:48:54,11.30%,27.981 GB,100%,0%,0%
8/21/2023 11:48:56,11.00%,27.979 GB,100%,0%,0%
8/21/2023 11:48:58,11.80%,27.979 GB,100%,0%,0%
8/21/2023 11:49:00,10.80%,27.980 GB,99.80%,0%,0%
8/21/2023 11:49:04,10.70%,27.980 GB,0%,0%,0%
8/21/2023 11:49:06,9.86%,27.979 GB,0.30%,0%,0%
8/21/2023 11:49:08,2.19%,28.108 GB,50.60%,0%,0%
8/21/2023 11:49:10,52.60%,28.202 GB,100%,0%,0%
8/21/2023 11:49:12,30.80%,27.984 GB,100%,0%,0%
8/21/2023 11:49:14,11.00%,28.006 GB,100%,0%,0%
8/21/2023 11:49:16,13.00%,28.001 GB,100%,0%,0%
8/21/2023 11:49:18,10.30%,27.984 GB,100%,0%,0%
8/21/2023 11:49:20,11.40%,27.982 GB,100%,0%,0%
8/21/2023 11:49:22,10.90%,27.969 GB,100%,0%,0%
8/21/2023 11:49:24,11.00%,27.965 GB,100%,0%,0%
8/21/2023 11:49:26,12.00%,27.963 GB,100%,0%,0%
8/21/2023 11:49:28,11.10%,27.966 GB,50%,0%,0%
8/21/2023 11:49:30,11.10%,27.969 GB,0.03%,0%,0%
8/21/2023 11:49:32,5.44%,27.965 GB,2.35%,0%,0%
8/21/2023 11:49:34,7.52%,28.216 GB,100%,0%,0%
8/21/2023 11:49:36,63.90%,28.166 GB,100%,0%,0%
8/21/2023 11:49:38,10.90%,27.919 GB,100%,0%,0%
8/21/2023 11:49:42,11.80%,27.993 GB,100%,0%,0%
8/21/2023 11:49:44,10.80%,27.978 GB,100%,0%,0%
8/21/2023 11:49:46,11.70%,27.971 GB,100%,0%,0%
8/21/2023 11:49:48,11.80%,27.975 GB,100%,0%,0%
8/21/2023 11:49:50,12.10%,27.971 GB,100%,0%,0%
8/21/2023 11:49:52,10.80%,27.970 GB,100%,0%,0%
8/21/2023 11:49:54,12.30%,27.970 GB,0%,0%,0%
8/21/2023 11:49:56,11.20%,27.963 GB,0.41%,0%,0%
8/21/2023 11:49:58,2.01%,28.079 GB,45.10%,0%,0%
8/21/2023 11:50:00,48.90%,28.203 GB,100%,0%,0%
8/21/2023 11:50:02,36.20%,27.987 GB,100%,0%,0%
8/21/2023 11:50:04,10.70%,28.031 GB,100%,0%,0%
8/21/2023 11:50:06,10.40%,28.025 GB,100%,0%,0%
8/21/2023 11:50:08,10.90%,28.021 GB,100%,0%,0%
8/21/2023 11:50:10,11.80%,28.019 GB,100%,0%,0%
8/21/2023 11:50:12,11.50%,28.017 GB,100%,0%,0%
8/21/2023 11:50:14,11.10%,28.013 GB,100%,0%,0%
8/21/2023 11:50:18,10.80%,28.013 GB,52.10%,0%,0%
8/21/2023 11:50:20,10.70%,28.010 GB,0.02%,0%,0%
8/21/2023 11:50:22,5.99%,28.008 GB,0.28%,0%,0%
8/21/2023 11:50:24,6.06%,28.110 GB,98.00%,0%,0%
8/21/2023 11:50:26,66.70%,28.171 GB,100%,0%,0%
8/21/2023 11:50:28,11.20%,27.939 GB,100%,0%,0%
8/21/2023 11:50:30,10.90%,28.001 GB,100%,0%,0%
8/21/2023 11:50:32,11.80%,27.998 GB,100%,0%,0%
8/21/2023 11:50:34,11.00%,27.992 GB,100%,0%,0%
8/21/2023 11:50:36,10.80%,27.996 GB,100%,0%,0%
8/21/2023 11:50:38,11.70%,27.990 GB,100%,0%,0%
8/21/2023 11:50:40,11.90%,27.993 GB,100%,0%,0%
8/21/2023 11:50:42,11.60%,27.991 GB,100%,0%,0%
8/21/2023 11:50:44,11.10%,27.989 GB,5.37%,0%,0%
8/21/2023 11:50:46,11.40%,27.986 GB,0.29%,0%,0%
8/21/2023 11:50:48,1.13%,27.977 GB,69.00%,0%,0%
8/21/2023 11:50:50,38.20%,28.212 GB,100%,0%,0%
8/21/2023 11:50:54,22.70%,28.004 GB,100%,0%,0%
8/21/2023 11:50:56,11.40%,28.044 GB,100%,0%,0%
8/21/2023 11:50:58,10.70%,28.032 GB,100%,0%,0%
8/21/2023 11:51:00,12.20%,28.030 GB,100%,0%,0%
8/21/2023 11:51:02,11.50%,28.026 GB,100%,0%,0%
8/21/2023 11:51:04,11.60%,28.016 GB,100%,0%,0%
8/21/2023 11:51:06,10.80%,28.020 GB,100%,0%,0%
8/21/2023 11:51:08,10.70%,28.019 GB,53.80%,0%,0%
8/21/2023 11:51:10,12.60%,28.017 GB,0.01%,0%,0%
8/21/2023 11:51:12,7.33%,28.010 GB,0.28%,0%,0%
8/21/2023 11:51:14,6.43%,28.104 GB,95.10%,0%,0%
8/21/2023 11:51:16,68.20%,28.163 GB,100%,0%,0%
8/21/2023 11:51:18,12.50%,27.852 GB,100%,0%,0%
8/21/2023 11:51:20,10.90%,27.982 GB,100%,0%,0%
8/21/2023 11:51:22,11.00%,27.980 GB,100%,0%,0%
8/21/2023 11:51:24,11.20%,27.980 GB,100%,0%,0%
8/21/2023 11:51:26,10.90%,27.979 GB,100%,0%,0%
8/21/2023 11:51:28,11.30%,27.971 GB,100%,0%,0%
8/21/2023 11:51:32,10.80%,27.971 GB,100%,0%,0%
8/21/2023 11:51:34,11.00%,27.972 GB,6.59%,0%,0%
8/21/2023 11:51:36,10.80%,27.970 GB,0.29%,0%,0%
8/21/2023 11:51:38,1.38%,27.966 GB,40.70%,0%,0%
8/21/2023 11:51:40,38.00%,28.207 GB,92.30%,0%,0%
8/21/2023 11:51:42,38.40%,28.014 GB,100%,0%,0%
8/21/2023 11:51:44,11.60%,27.979 GB,100%,0%,0%
8/21/2023 11:51:46,10.80%,28.003 GB,100%,0%,0%
8/21/2023 11:51:48,10.90%,27.992 GB,100%,0%,0%
8/21/2023 11:51:50,10.80%,27.990 GB,100%,0%,0%
8/21/2023 11:51:52,12.00%,27.984 GB,100%,0%,0%
8/21/2023 11:51:54,10.90%,27.983 GB,100%,0%,0%
8/21/2023 11:51:56,11.70%,27.982 GB,100%,0%,0%
8/21/2023 11:51:58,10.80%,27.974 GB,55.90%,0%,0%
8/21/2023 11:52:00,11.10%,27.974 GB,0.02%,0%,0%
8/21/2023 11:52:02,6.43%,27.974 GB,0.28%,0%,0%
8/21/2023 11:52:04,5.77%,28.088 GB,85.70%,0%,0%
8/21/2023 11:52:06,63.40%,28.164 GB,99.80%,0%,0%
8/21/2023 11:52:08,10.10%,27.958 GB,100%,0%,0%
8/21/2023 11:52:12,11.30%,28.016 GB,100%,0%,0%
8/21/2023 11:52:14,11.00%,28.004 GB,100%,0%,0%
8/21/2023 11:52:16,11.60%,27.999 GB,100%,0%,0%
8/21/2023 11:52:18,10.70%,27.994 GB,100%,0%,0%
8/21/2023 11:52:20,10.90%,27.994 GB,100%,0%,0%
8/21/2023 11:52:22,10.80%,27.990 GB,100%,0%,0%
8/21/2023 11:52:24,10.40%,27.993 GB,3.37%,0%,0%
8/21/2023 11:52:26,11.10%,27.989 GB,0.29%,0%,0%
8/21/2023 11:52:28,1.88%,27.983 GB,50%,0%,0%
8/21/2023 11:52:30,41.60%,28.214 GB,100%,0%,0%
8/21/2023 11:52:32,34.30%,27.995 GB,100%,0%,0%
8/21/2023 11:52:34,10.80%,28.024 GB,100%,0%,0%
8/21/2023 11:52:36,10.50%,28.018 GB,100%,0%,0%
8/21/2023 11:52:38,10.60%,28.010 GB,100%,0%,0%
8/21/2023 11:52:40,11.70%,28.008 GB,100%,0%,0%
8/21/2023 11:52:42,11.30%,28.006 GB,100%,0%,0%
8/21/2023 11:52:44,10.70%,28.003 GB,100%,0%,0%
8/21/2023 11:52:46,11.20%,28.001 GB,100%,0%,0%
8/21/2023 11:52:48,10.90%,27.995 GB,66.70%,0%,0%
8/21/2023 11:52:50,10.90%,27.994 GB,0.02%,0%,0%
8/21/2023 11:52:52,7.58%,27.993 GB,0.47%,0%,0%
8/21/2023 11:52:54,6.34%,28.066 GB,92.90%,0%,0%
8/21/2023 11:52:56,64.20%,28.170 GB,100%,0%,0%
8/21/2023 11:52:58,11.00%,27.935 GB,100%,0%,0%
8/21/2023 11:53:00,10.90%,28.013 GB,100%,0%,0%
8/21/2023 11:53:02,11.60%,28.008 GB,100%,0%,0%
8/21/2023 11:53:04,10.40%,27.998 GB,100%,0%,0%
8/21/2023 11:53:06,10.70%,27.995 GB,100%,0%,0%
8/21/2023 11:53:08,10.70%,28.000 GB,100%,0%,0%
8/21/2023 11:53:10,12.40%,27.999 GB,100%,0%,0%
8/21/2023 11:53:12,11.60%,27.994 GB,100%,0%,0%
8/21/2023 11:53:14,11.00%,27.992 GB,0%,0%,0%
8/21/2023 11:53:16,10.60%,27.991 GB,0.31%,0%,0%
8/21/2023 11:53:18,0.56%,28.104 GB,50%,0%,0%
8/21/2023 11:53:20,45.10%,28.209 GB,100%,0%,0%
8/21/2023 11:53:22,28.20%,27.968 GB,100%,0%,0%
8/21/2023 11:53:24,11.00%,28.015 GB,100%,0%,0%
8/21/2023 11:53:26,10.90%,28.012 GB,100%,0%,0%
8/21/2023 11:53:28,11.30%,28.004 GB,100%,0%,0%
8/21/2023 11:53:30,10.70%,28.002 GB,100%,0%,0%
8/21/2023 11:53:32,11.00%,27.997 GB,100%,0%,0%
8/21/2023 11:53:34,10.90%,27.994 GB,100%,0%,0%
8/21/2023 11:53:36,10.80%,27.993 GB,100%,0%,0%
8/21/2023 11:53:38,10.60%,27.988 GB,50%,0%,0%
8/21/2023 11:53:40,12.40%,27.986 GB,0.04%,0%,0%
8/21/2023 11:53:42,6.53%,27.989 GB,3.13%,0%,0%
8/21/2023 11:53:44,7.13%,28.213 GB,100%,0%,0%
8/21/2023 11:53:46,62.50%,28.163 GB,100%,0%,0%
8/21/2023 11:53:48,11.50%,27.917 GB,100%,0%,0%
8/21/2023 11:53:50,10.80%,27.992 GB,100%,0%,0%
8/21/2023 11:53:52,10.90%,27.986 GB,100%,0%,0%
8/21/2023 11:53:54,10.70%,27.982 GB,100%,0%,0%
8/21/2023 11:53:56,11.00%,27.977 GB,100%,0%,0%
8/21/2023 11:53:58,10.50%,27.972 GB,100%,0%,0%
8/21/2023 11:54:00,11.20%,27.971 GB,100%,0%,0%
8/21/2023 11:54:02,10.60%,27.968 GB,100%,0%,0%
8/21/2023 11:54:04,10.60%,27.967 GB,0%,0%,0%
8/21/2023 11:54:06,10.70%,27.967 GB,0.30%,0%,0%
8/21/2023 11:54:08,1.13%,28.084 GB,45.00%,0%,0%
8/21/2023 11:54:10,50.80%,28.194 GB,95.90%,0%,0%
8/21/2023 11:54:12,29.90%,27.970 GB,100%,0%,0%
8/21/2023 11:54:14,11.00%,28.009 GB,100%,0%,0%
8/21/2023 11:54:16,11.70%,28.005 GB,100%,0%,0%
8/21/2023 11:54:18,12.30%,27.995 GB,100%,0%,0%
8/21/2023 11:54:20,11.00%,28.003 GB,100%,0%,0%
8/21/2023 11:54:22,11.00%,28.000 GB,100%,0%,0%
8/21/2023 11:54:24,12.20%,27.996 GB,100%,0%,0%
8/21/2023 11:54:26,11.00%,27.992 GB,100%,0%,0%
8/21/2023 11:54:28,10.80%,27.991 GB,50%,0%,0%
8/21/2023 11:54:30,10.70%,27.990 GB,0.03%,0%,0%
8/21/2023 11:54:32,5.46%,27.987 GB,1.05%,0%,0%
8/21/2023 11:54:34,6.95%,28.210 GB,93.20%,0%,0%
8/21/2023 11:54:36,64.80%,28.159 GB,100%,0%,0%
8/21/2023 11:54:38,10.30%,27.919 GB,100%,0%,0%
8/21/2023 11:54:40,12.10%,27.993 GB,100%,0%,0%
8/21/2023 11:54:42,12.70%,27.986 GB,100%,0%,0%
8/21/2023 11:54:44,11.10%,27.977 GB,100%,0%,0%
8/21/2023 11:54:46,10.60%,27.970 GB,100%,0%,0%
8/21/2023 11:54:48,11.00%,27.970 GB,100%,0%,0%
8/21/2023 11:54:50,11.40%,27.967 GB,100%,0%,0%
8/21/2023 11:54:52,10.50%,27.955 GB,100%,0%,0%
8/21/2023 11:54:54,11.10%,27.956 GB,0%,0%,0%
8/21/2023 11:54:56,10.50%,27.955 GB,0.31%,0%,0%
8/21/2023 11:54:58,1.56%,28.084 GB,44.10%,0%,0%
8/21/2023 11:55:00,46.90%,28.210 GB,100%,0%,0%
8/21/2023 11:55:02,32.40%,27.982 GB,100%,0%,0%
8/21/2023 11:55:04,10.90%,28.005 GB,100%,0%,0%
8/21/2023 11:55:06,12.80%,27.998 GB,100%,0%,0%
8/21/2023 11:55:08,11.70%,27.984 GB,100%,0%,0%
8/21/2023 11:55:10,11.90%,27.990 GB,100%,0%,0%
8/21/2023 11:55:12,11.30%,27.988 GB,100%,0%,0%
8/21/2023 11:55:14,11.80%,27.985 GB,100%,0%,0%
8/21/2023 11:55:16,12.00%,27.979 GB,100%,0%,0%
8/21/2023 11:55:18,10.90%,27.987 GB,50%,0%,0%
8/21/2023 11:55:20,10.90%,27.985 GB,0.04%,0%,0%
8/21/2023 11:55:22,5.19%,27.983 GB,0.27%,0%,0%
8/21/2023 11:55:24,6.90%,28.195 GB,85.40%,0%,0%
8/21/2023 11:55:26,66.50%,28.164 GB,95.70%,0%,0%
8/21/2023 11:55:28,10.20%,27.908 GB,100%,0%,0%
8/21/2023 11:55:30,10.70%,27.986 GB,100%,0%,0%
8/21/2023 11:55:32,10.70%,27.978 GB,100%,0%,0%
8/21/2023 11:55:34,11.20%,27.974 GB,100%,0%,0%
8/21/2023 11:55:36,11.40%,27.975 GB,100%,0%,0%
8/21/2023 11:55:38,10.90%,27.980 GB,100%,0%,0%
8/21/2023 11:55:40,13.50%,27.979 GB,100%,0%,0%
8/21/2023 11:55:42,11.70%,27.970 GB,100%,0%,0%
8/21/2023 11:55:44,11.10%,27.974 GB,0%,0%,0%
8/21/2023 11:55:46,10.90%,27.973 GB,0.30%,0%,0%
8/21/2023 11:55:48,0.63%,28.086 GB,44.00%,0%,0%
8/21/2023 11:55:50,46.70%,28.199 GB,100%,0%,0%
8/21/2023 11:55:52,27.40%,27.962 GB,100%,0%,0%
8/21/2023 11:55:54,10.90%,28.029 GB,100%,0%,0%
8/21/2023 11:55:56,11.40%,28.021 GB,100%,0%,0%
8/21/2023 11:55:58,10.80%,28.014 GB,100%,0%,0%
8/21/2023 11:56:00,10.80%,28.015 GB,100%,0%,0%
8/21/2023 11:56:02,11.20%,28.013 GB,100%,0%,0%
8/21/2023 11:56:04,11.00%,28.013 GB,100%,0%,0%
8/21/2023 11:56:06,10.60%,28.013 GB,100%,0%,0%
8/21/2023 11:56:08,10.50%,28.011 GB,50%,0%,0%
8/21/2023 11:56:10,12.60%,28.011 GB,0.03%,0%,0%
8/21/2023 11:56:12,6.13%,28.014 GB,4.90%,0%,0%
8/21/2023 11:56:14,9.37%,28.203 GB,100%,0%,0%
8/21/2023 11:56:16,61.50%,28.153 GB,100%,0%,0%
8/21/2023 11:56:18,11.60%,27.912 GB,100%,0%,0%
8/21/2023 11:56:20,12.00%,27.981 GB,100%,0%,0%
8/21/2023 11:56:22,11.80%,27.977 GB,100%,0%,0%
8/21/2023 11:56:24,10.90%,27.969 GB,100%,0%,0%
8/21/2023 11:56:26,11.50%,27.966 GB,100%,0%,0%
8/21/2023 11:56:28,11.20%,27.966 GB,100%,0%,0%
8/21/2023 11:56:30,11.10%,27.969 GB,100%,0%,0%
8/21/2023 11:56:32,10.90%,27.967 GB,99.30%,0%,0%
8/21/2023 11:56:34,12.50%,27.964 GB,0%,0%,0%
8/21/2023 11:56:36,10.70%,27.959 GB,0.30%,0%,0%
8/21/2023 11:56:38,1.57%,28.085 GB,54.90%,0%,0%
8/21/2023 11:56:40,52.00%,28.182 GB,100%,0%,0%
8/21/2023 11:56:42,24.80%,27.962 GB,100%,0%,0%
8/21/2023 11:56:44,11.10%,28.003 GB,100%,0%,0%
8/21/2023 11:56:46,10.90%,28.000 GB,100%,0%,0%
8/21/2023 11:56:48,10.60%,27.992 GB,100%,0%,0%
8/21/2023 11:56:50,10.80%,27.992 GB,100%,0%,0%
8/21/2023 11:56:52,11.00%,27.991 GB,100%,0%,0%
8/21/2023 11:56:54,10.70%,27.990 GB,100%,0%,0%
8/21/2023 11:56:56,11.00%,27.989 GB,100%,0%,0%
8/21/2023 11:56:58,12.10%,27.987 GB,50%,0%,0%
8/21/2023 11:57:00,10.80%,27.988 GB,0.03%,0%,0%
8/21/2023 11:57:02,5.70%,27.989 GB,7.25%,0%,0%
8/21/2023 11:57:04,11.10%,28.188 GB,100%,0%,0%
8/21/2023 11:57:06,61.50%,28.120 GB,100%,0%,0%
8/21/2023 11:57:08,10.90%,27.919 GB,100%,0%,0%
8/21/2023 11:57:10,12.30%,28.004 GB,100%,0%,0%
8/21/2023 11:57:12,11.50%,27.991 GB,100%,0%,0%
8/21/2023 11:57:14,11.10%,27.986 GB,100%,0%,0%
8/21/2023 11:57:16,10.60%,27.986 GB,100%,0%,0%
8/21/2023 11:57:18,11.00%,27.985 GB,100%,0%,0%
8/21/2023 11:57:20,11.40%,27.984 GB,100%,0%,0%
8/21/2023 11:57:22,10.90%,27.984 GB,98.90%,0%,0%
8/21/2023 11:57:24,11.40%,27.986 GB,0%,0%,0%
8/21/2023 11:57:26,10.10%,27.990 GB,0.30%,0%,0%
8/21/2023 11:57:28,1.63%,28.092 GB,56.90%,0%,0%
8/21/2023 11:57:30,53.30%,28.172 GB,100%,0%,0%
8/21/2023 11:57:32,22.40%,27.955 GB,100%,0%,0%
8/21/2023 11:57:34,11.20%,27.986 GB,100%,0%,0%
8/21/2023 11:57:36,10.70%,27.981 GB,100%,0%,0%
8/21/2023 11:57:38,12.10%,27.970 GB,100%,0%,0%
8/21/2023 11:57:40,12.40%,27.959 GB,100%,0%,0%
8/21/2023 11:57:42,12.20%,27.955 GB,100%,0%,0%
8/21/2023 11:57:44,11.60%,27.954 GB,100%,0%,0%
8/21/2023 11:57:46,10.80%,27.951 GB,100%,0%,0%
8/21/2023 11:57:48,11.00%,27.957 GB,90.80%,0%,0%
8/21/2023 11:57:50,10.90%,27.956 GB,0.03%,0%,0%
8/21/2023 11:57:52,9.09%,27.953 GB,10.00%,0%,0%
8/21/2023 11:57:54,9.35%,28.201 GB,100.00%,0%,0%
8/21/2023 11:57:56,57.30%,28.133 GB,100%,0%,0%
8/21/2023 11:57:58,11.00%,27.906 GB,100%,0%,0%
8/21/2023 11:58:00,11.10%,27.977 GB,100%,0%,0%
8/21/2023 11:58:02,10.50%,27.969 GB,100%,0%,0%
8/21/2023 11:58:04,10.90%,27.964 GB,100%,0%,0%
8/21/2023 11:58:06,10.90%,27.961 GB,100%,0%,0%
8/21/2023 11:58:08,11.20%,27.959 GB,100%,0%,0%
8/21/2023 11:58:10,11.50%,27.957 GB,100%,0%,0%
8/21/2023 11:58:12,11.60%,27.952 GB,93.20%,0%,0%
8/21/2023 11:58:14,11.20%,27.949 GB,0%,0%,0%
8/21/2023 11:58:16,9.52%,27.948 GB,0.31%,0%,0%
8/21/2023 11:58:18,2.69%,28.076 GB,21.30%,0%,0%
8/21/2023 11:58:20,56.30%,28.169 GB,99.80%,0%,0%
8/21/2023 11:58:22,29.00%,27.922 GB,100%,0%,0%
8/21/2023 11:58:24,10.80%,28.015 GB,100%,0%,0%
8/21/2023 11:58:26,11.80%,28.010 GB,100%,0%,0%
8/21/2023 11:58:28,10.70%,27.997 GB,100%,0%,0%
8/21/2023 11:58:30,10.80%,27.995 GB,100%,0%,0%
8/21/2023 11:58:32,11.10%,27.995 GB,100%,0%,0%
8/21/2023 11:58:34,11.30%,27.994 GB,100%,0%,0%
8/21/2023 11:58:36,10.90%,27.993 GB,100%,0%,0%
8/21/2023 11:58:38,10.60%,27.991 GB,43.10%,0%,0%
8/21/2023 11:58:40,11.80%,27.991 GB,0%,0%,0%
8/21/2023 11:58:42,5.06%,27.992 GB,45.30%,0%,0%
8/21/2023 11:58:44,4.01%,28.208 GB,100%,0%,0%
8/21/2023 11:58:48,32.10%,28.141 GB,100%,0%,0%
8/21/2023 11:58:50,11.10%,27.964 GB,100%,0%,0%
8/21/2023 11:58:52,10.50%,27.990 GB,100%,0%,0%
8/21/2023 11:58:54,10.60%,27.989 GB,100%,0%,0%
8/21/2023 11:58:56,11.70%,27.985 GB,100%,0%,0%
8/21/2023 11:58:58,10.70%,27.980 GB,100%,0%,0%
8/21/2023 11:59:00,11.70%,27.979 GB,100%,0%,0%
8/21/2023 11:59:02,10.40%,27.974 GB,89.50%,0%,0%
8/21/2023 11:59:04,11.80%,27.973 GB,0%,0%,0%
8/21/2023 11:59:06,9.20%,27.975 GB,0.31%,0%,0%
8/21/2023 11:59:08,2.38%,28.091 GB,63.10%,0%,0%
8/21/2023 11:59:10,58.10%,28.175 GB,100%,0%,0%
8/21/2023 11:59:12,18.40%,27.915 GB,100%,0%,0%
8/21/2023 11:59:14,11.40%,28.008 GB,100%,0%,0%
